,Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments,Unnamed: 20,Unnamed: 21,"4,6",Made Available,Unnamed: 2
76,SoK: Using Dynamic Binary Instrumentation for Security (And How You May Get Caught Red Handed),"Daniele Cono D'Elia,Emilio Coppa,Simone Nicchi,Federico Palmaro,Lorenzo Cavallaro",https://dl.acm.org/doi/pdf/10.1145/3321705.3329819,https://github.com/season-lab/sok-dbi-security/,AsiaCCS,2019.0,,0.0,1,2,2019-11-12 00:00:00,"C,C++",,2.0,-1,None,1,supported in part by a grant of the Italian Presidency of the Council of Ministers.,-1.0,No instructions on how to compile or run included code. Required a specific old version of Windows + VSCode + Pin to compile; unable to get environment set up correctly within one hour.,,,1,,
77,Efficient Two-level Homomorphic Encryption in Prime-order Bilinear Groups and A Fast Implementation in WebAssembly,"Nuttapong Attrapadung,Goichiro Hanaoka,Shigeo Mitsunari,Yusuke Sakai,Kana Shimizu,Tadanori Teruya",https://dl.acm.org/doi/pdf/10.1145/3196494.3196552,"https://github.com/herumi/mcl
https://herumi.github.io/she-wasm/",AsiaCCS,2018.0,,2.0,"0,1",2,16/05/2024,"C++,LLVM",,0.0,-1,None,1,"A part of this work is supported by JST CREST grant number
JPMJCR1688",-1.0,Building using `make` produced valid tests. Building using `cmake` produced illegal instruction errors.,,,"4,6",,
78,Pseudoentropic Isometries: A New Framework for Fuzzy Extractor Reusability,"Quentin Alamélou,Paul-Edmond Berthier,Chloé Cachet,Stéphane Cauchie,Benjamin Fuller,Philippe Gaborit,Sailesh Simhadri",https://dl.acm.org/doi/pdf/10.1145/3196494.3196530,https://github.com/benjaminfuller/CompFE/blob/main/PythonImpl/RPISetDifference.py,AsiaCCS,2018.0,,0.0,1,2,2024-01-31 00:00:00,Python,,1.0,-1,None,1,None,-1.0,Python script required significant modifications (outlined in diff file) to get running.,,,2,,
79,Non-interactive and Output Expressive Private Comparison from Homomorphic Encryption,"Wen-jie Lu,Jun-jie Zhou,Jun Sakuma",https://dl.acm.org/doi/pdf/10.1145/3196494.3196503,https://github.com/fionser/XCMP,AsiaCCS,2018.0,,1.0,1,2,2019-03-04 00:00:00,C,,2.0,-1,None,1,supported by JST CREST with grant number JPMJCR1302 and Grants-in-Aid for Scientific Research with grant number 16H02864,-1.0,"Build script failed with many, many c++ errors, likely due to old/obsolete API use.",,,0,,
80,"A Secure, Practical & Safe Packet Spoofing Service",Will Scott,https://dl.acm.org/doi/pdf/10.1145/3052973.3055155,https://github.com/willscott/sp3,AsiaCCS,2018.0,,,,,,,,,,,,,,"Poster presentation, not paper.",,,POSTER--DO NOT INCLUDE,,
81,Efficient Verifiable Computation of Linear and Quadratic Functions over Encrypted Data,"Ngoc Hieu Tran, HweeHwa Pang, Robert H. Deng",https://dl.acm.org/doi/pdf/10.1145/2897845.2897892,https://github.com/shaih/Helib,AsiaCCS,2016.0,,,,,,,,,,,,"based on research supported by the Sin-
gapore National Research Foundation under NCR award
number NRF2014NCR-NCR001-012",-1.0,Not actually an artifact--just links to libraries others have written with no additional work from the authors.,,,NOT ACTUALLY AN ARTIFACT,,
82,Faster secure two-party computation with less memory,Henecka Wilko and Schneider Thomas,https://dl.acm.org/doi/pdf/10.1145/2484313.2484369,https://github.com/encryptogroup/me-sfe,AsiaCCS,2013.0,,0.0,1,2,2015-03-23 00:00:00,Java,,0.0,-1,None,1,"supported by Australian Re-
search Council grant DP0984063, by an Adelaide Scholar-
ship International, and a Supplementary Scholarship by the
Defence Systems Innovation Centre. The second author was
supported by the German Federal Ministry of Education and
Research (BMBF) within EC SPRIDE and by the Hessian
LOEWE excellence initiative within CASED",-1.0,"Had to upgrade java version, but pretty trivial to do so.",,,0,,
83,Improving Fuzzing through Controlled Compilation,"Laurent Simon, Akash Verma",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230360,https://github.com/Samsung/afl_cc,EuroS&P,2020.0,,2.0,1,2,2020-06-08 00:00:00,"C++,C",,0.0,-1,None,1,"supported by the Knox Security team at Sam-
sung Research America. We thank the anonymous reviewers
for their valuable suggestions and comments. Special thanks to
our shepherd who helped us improve the paper; and Cristiano
Giuffrida for his valuable advice",-1.0,Worked out-of-the-box.,,,3,,
84,Formally Reasoning about the Cost and Efficacy of Securing the Email Infrastructure,"Patrick Speicher,Marcel Steinmetz,Robert Künnemann,Milivoj Simeonovski,Giancarlo Pellegrino,Jörg Hoffmann,Michael Backes",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406592,http://mitigations.whocontrolstheinternet.com,EuroS&P,2018.0,,-1.0,-1,-1,None,None,,-1.0,-1,None,1,None,-1.0,Website 404'd--no way to retreive artifacts.,,,0,,
85,Enabling BYOD through secure meta-market,"Alessandro Armando, Gabriele Costa, Alessio Merlo, Luca Verderame",https://dl.acm.org/doi/pdf/10.1145/2627393.2627410,http://www.ai-lab.it/byodroid/,WiSec,2014.0,,-1.0,-1,-1,None,None,,-1.0,-1,None,1,None,-1.0,Website 404'd--no way to retreive artifacts.,,,0,,
86,DroidEagle: Seamless Detection of Visually Similar Android Apps,"Mingshen Sun, Mengmeng Li, John C.S. Lui",https://dl.acm.org/doi/pdf/10.1145/2766498.2766508,http://www.droideagle.com/2015/12/AndroidPhone-as-Mic.html,WiSec,2015.0,,-1.0,-1,-1,None,None,,-1.0,-1,None,1,None,-1.0,Website 404'd--no way to retreive artifacts.,,,0,,
87,"Securacy: An Empirical Investigation of Android Applications’ Network Usage, Privacy and Security","Janne Lindqvist, Denzil Ferreira, Vassilis Kostakos, Alastair R. Beresford, Anind K. Dey",https://dl.acm.org/doi/pdf/10.1145/2766498.2766506,http://comag.oulu.fi/securacy-understanding-mobile-privacy-and-security-concerns/,WiSec,2015.0,,-1.0,-1,-1,None,None,,-1.0,-1,None,1,"funded by the Academy of Finland (Grants 137736,
276786, 285062), TEKES (Grant 2932/31/2009), European
Commission (Grants PCIG11-GA-2012-322138 and 645706-
GRAGE), and the NSF award No. 1228777",-1.0,Website 404'd--no way to retreive artifacts.,,,0,,
88,Short: Device-to-Identity Linking Attack Using Targeted Wi-Fi Geolocation Spoofing,"Mathieu Cunche, Jagdish Prasad Achara, Célestin Matte",https://dl.acm.org/doi/pdf/10.1145/2766498.2766521,https://github.com/Perdu/geoloc_attack,WiSec,2015.0,,2.0,1,2,2015-02-03 00:00:00,Perl,1.0,,,WiFi Card,1,None,-1.0,Required hardware not available on VM (Wi-Fi card),,,1,,
89,Shatter: Using Threshold Cryptography to Protect Single Users with Multiple Devices,"Erinn Atwater, Urs Hengartner",https://dl.acm.org/doi/pdf/10.1145/2939918.2939932,https://crysp.uwaterloo.ca/software/shatter/,WiSec,2016.0,,-1.0,-1,-1,None,None,,-1.0,-1,None,1,"supported by funding from the Natu-
ral Sciences and Engineering Research Council of Canada,
the Ontario Research Fund, and a Google Focused Research
Award.",-1.0,Actual code 404'd--no way to retrieve libshatter for Linux.,,,0,,
90,SRide: A Privacy-Preserving Ridesharing System,"Ulrich Matchi Aïvodji, Kévin Huguenin, Marie-José Huguet, Marc-Olivier Killijian",https://dlnext.acm.org/doi/pdf/10.1145/3212480.3212483,https://github.com/CryptoExperts/FV-NFLlib,WiSec,2018.0,,1.0,1,2,2016-07-26 00:00:00,C++,,1.0,-1,None,1,None,-1.0,"Had to pull and build a different library before this one would build (among other build steps), but eventually tests checked out.",,,"4,0",,
91,WADAC: Privacy-Preserving Anomaly Detection and Attack Classification on Wireless Traffic,"Ragav Sridharan, Rajib Ranjan Maiti, Nils Ole Tippenhauer",https://dlnext.acm.org/doi/pdf/10.1145/3212480.3212495,https://github.com/scy-phy/wadac,WiSec,2018.0,,-1.0,1,2,2022-01-17 00:00:00,Python,,2.0,-1,None,1,None,-1.0,Couldn't get data extracted--R files wouldn't run properly.,,,0,,
92,Analyzing control flow integrity with LLVM-CFI,"Muntean, Paul and Neumayer, Matthias and Lin, Zhiqiang and Tan, Gang and Grossklags, Jens and Eckert, Claudia",https://dl.acm.org/doi/pdf/10.1145/3359789.3359806,https://github.com/TeamVault/LLVM-CFI,ACSAC,2019.0,,0.0,1,2,2021-06-14 00:00:00,C++,,-1.0,-1,None,1,"partially supported
by US NSF grant CNS-1834215 and ONR award N00014-17-1-2995.
Gang Tan is partially supported by US NSF grant CNS-1801534 and
ONR award N00014-17-1-2539",-1.0,"Unable to install LLVM GoLD with instructions listed. Beyond this, source code had insufficient build instructions to get main project build.",,,0,,
0,PAcT: Detecting and Classifying Privacy Behavior of Android Applications,"Vijayanta Jain, Sanonda Datta Gupta, Sepideh Ghanavati, Sai Teja Peddinti, Collin McMillan",https://dl.acm.org/doi/pdf/10.1145/3507657.3528543,https://github.com/PERC-Lab/PAcT,WiSec,2022.0,1.0,2.0,1,2,2023-08-20 00:00:00,Python,,2,-1,,0,,0,Some extra depenendencies not mentioned in the setup were needed. There are issues in parsing the dataset. More debugging in the code is needed to fix this,,,,2.0,
1,Short Paper: BP-MAC: Fast Authentication for Short Messages,"Eric Wagner, Martin Serror, Klaus Wehrle, Martin Henze",https://dl.acm.org/doi/pdf/10.1145/3507657.3528554,https://github.com/fkie-cad/bpmac,WiSec,2022.0,0.0,2.0,1,2,2022-11-22 00:00:00,c,,2,-1,,1,"Deutsche Forschungsgemeinschaft (DFG, German Research Foundation)",4,,,,,0.0,
2,Differentially Private Two-Party Set Operations,"Bailey Kacsmar, Basit Khurram, Nils Lukas, Alexander Norton, Masoumeh Shafieinejad, Zhiwei Shang, Yaser Baseri, Maryam Sepehri, Simon Oya, Florian Kerschbaum",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230399,https://github.com/cryspuwaterloo/DiPSI,EuroS&P,2020.0,0.0,1.0,1,2,2020-03-19 00:00:00,cpp,,2,-1,,0,"NSERC, Royal Bank of Canada, European Union’s Horizon 2020 Research and Innovation Programme",-1,"Poor Instructions for setup. Issue with make file, while linking CXX executable",,,,0.0,
3,Signal Injection Attacks against CCD Image Sensors,Kohler Sebastian and Baker Richard and Martinovie Ivan,dl.acm.org/doi/pdf/10.1145/3488932.3497771,https://github.com/ssloxford/ccd-signal-injection-attacks,AsiaCCS,2022.0,0.0,1.0,1,2,2021-08-26 00:00:00,Python,SDR,0,-1,"SDR, Antenna",1,EPSRC and the Hans Böckler Foundation,-1,Made to reproduce attack and not results,,,,0.0,
4,HoneyGen: Generating Honeywords Using Representation Learning,Dionysiou Antreas and Vassiliades Vassilis and Athanasopoulos Elias,https://dl.acm.org/doi/pdf/10.1145/3433210.3453092,https://bitbucket.org/srecgrp/honeygen-generating-honeywords-using-representation-learning,AsiaCCS,2021.0,1.0,1.0,1,2,2021-12-12 00:00:00,Python,,0,1,,0,"European Union’s Horizon, Government of the Republic of Cyprus ",-1,Python script to generate results from each table and figure were given. Implementation was straight forward,,,,2.0,
5,Conware: Automated Modeling of Hardware Peripherals,Spensky Chad and Machiry Aravind and Redini Nilo and Unger Colin and Foster Graham and Blasband Evan and Okhravi Hamed and Kruegel Christopher and Vigna Giovanni,https://dl.acm.org/doi/pdf/10.1145/3433210.3437532,https://github.com/ucsb-seclab/conware,AsiaCCS,2021.0,0.0,2.0,1,2,2020-07-19 00:00:00,c,More time,-1,-1,,1,"Office of Naval Research, Department of Homeland Security",-1,Dependency installation takes a long time,,,,0.0,
6,The Taint Rabbit: Optimizing Generic Taint Analysis with Dynamic Fast Path Generation,John Galea and Daniel Kroening,https://dl.acm.org/doi/pdf/10.1145/3320269.3384764,https://github.com/Dynamic-Rabbits/Dynamic-Rabbits,AsiaCCS,2020.0,0.0,1.0,1,2,2021-11-10 00:00:00,c,,2,-1,,1,"EPSRC CDTin Cyber Security, VETSS and the Endeavour Scholarship Scheme (partly financed by the European Social Fund).",-1,"Has dependency on DynamoRIO. Although the script provides a way to setup DynamoRIO and install automatically, it fails to build",,,,0.0,
7,EGIS: Shileding Vulnerable Smart Contracts Against Attacks,Christof Ferreira Torres and Mathis Baden  and Robert Norvill and   Pontiveros Fiz and Beltran Borja and Hugo Jonker and Mauw Sjouke.,https://dl.acm.org/doi/pdf/10.1145/3320269.3384756,https://github.com/christoftorres/Aegis,AsiaCCS,2020.0,0.0,1.0,1,2,2020-08-13 00:00:00,Docker,,2,-1,,1,Luxembourg National Research Fund (,-1,No listening ports to HTTP-RCP server identified inside server,,,,1.0,
8,Utilizing Public Blockchains for the Sybil-Resistant Bootstrapping of Distributed Anonymity Services,Roman Matzutt and Jan Pennekamp and Erik Buchholz and Klaus Wehrle,https://dl.acm.org/doi/pdf/10.1145/3320269.3384729,https://github.com/COMSYS/anonboot,AsiaCCS,2020.0,0.0,2.0,1,2,2023-03-01 00:00:00,Python,More time,0,-1,,1,German Federal Ministry of Education and Research,-1,Paper says worst case time for bootstrapping is 2 hrs. Execution ran for more than 3 hrs. Can be hardware specific. Can evaluate later,,,,0.0,
9,"Skeptic: Automatic, Justified and Privacy-Preserving Password Composition Policy Selection",Saul johnson and Joao Ferreira and Mendes Alexandra and Cordry Julien,https://dl.acm.org/doi/pdf/10.1145/3320269.3384762,https://github.com/sr-lab/skeptic-authority-template/,AsiaCCS,2020.0,0.0,2.0,1,2,2019-12-08 00:00:00,"Coq, Python",,2,-1,,1,,-1,,,,,0.0,
10,"Automated Detection, Exploitation, and Elimination of Double-Fetch Bugs using Modern CPU Features","Michael Schwarz,Daniel Gruss,Moritz Lipp,Clémentine Maurice,Thomas Schuster,Anders Fogh,Stefan Mangard",https://dl.acm.org/doi/pdf/10.1145/3196494.3196508,https://github.com/IAIK/libdropit,AsiaCCS,2018.0,0.0,2.0,1,2,2017-08-10 00:00:00,c,,0,1,,1,"Austrian Research Promotion Agency (FFG), Styrian Business Promotion Agency (SFG), Carinthian Economic Promotion Fund (KWF), European Research Council (ERC) ",-1,,,,,0.0,
11,Poisoning Network Flow Classifiers,"Severi, Giorgio and Boboila, Simona and Oprea, Alina and Holodnak, John and Kratkiewicz, Kendra and Matterer, Jason",https://dl.acm.org/doi/pdf/10.1145/3627106.3627123,https://github.com/ClonedOne/poisoning_network_flow_classifiers,ACSAC,2023.0,0.0,2.0,1,2,2023-09-27 00:00:00,Python,,1,1,,0,U.S. Army Combat Capabilities Development Command Army Research Laboratory and the Department of Defense Multidisciplinary Research Program of the University Research Initiativ,2024-01-02 00:00:00,Results match but had to be visualized seperately,,,,,
12,On the Feasibility of Automating Stock Market Manipulation,"Yagemann, Carter and Chung, Simon P. and Uzun, Erkam and Ragam, Sai and Saltaformaggio, Brendan and Lee, Wenke",https://dl.acm.org/doi/pdf/10.1145/3427228.3427241,https://github.com/carter-yagemann/Bot2Stock,ACSAC,2020.0,0.0,2.0,1,2,2020-09-18 00:00:00,Python,More time,1,-1,,0,,0,Repo says script can run several days depending on the hardware. Ran for 10 hours. Can evaluate later,,,,2.0,
13,AVclass2: Massive Malware Tag Extraction from AV Labels,"Sebastián, Silvia and Caballero, Juan",https://dl.acm.org/doi/pdf/10.1145/3427228.3427261,https://github.com/malicialab/avclass,ACSAC,2020.0,0.0,2.0,"0, 1",2,2023-07-23 00:00:00,Python,,0,1,,0," Regional Government of Madrid, Spanish Governmen SCUM Grant",1,Has same precision and recall as claimed on the data they provided,,,,2.0,
14,Out of control: stealthy attacks against robotic vehicles protected by control-based techniques,"Dash, Pritam and Karimibiuki, Mehdi and Pattabiraman, Karthik",https://dl.acm.org/doi/pdf/10.1145/3359789.3359847,https://github.com/DependableSystemsLab/stealthy-attacks,ACSAC,2019.0,0.0,1.0,1,2,2019-09-10 00:00:00,Docker,,2,-1,,0,"Natural Sciences and Engineering Research Council of Canada, Intel",1,Dockerfile provided. Docker builds without issue. Error while running provided scripts,,,,0.0,
15,EMI-LiDAR: Uncovering Vulnerabilities of LiDAR Sensors in Autonomous Driving Setting using Electromagnetic Interference,"Sri Hrushikesh Varma Bhupathiraju, Jennifer Sheldon, Luke A. Bauer, Vincent Bindschaedler, Takeshi Sugawara, Sara Rampazzi",https://dl.acm.org/doi/pdf/10.1145/3558482.3590192,https://cpseclab.github.io/EMILidar/,WiSec,2023.0,0.0,0.0,5,1,,,,-1,-1,,1,National Science Foundation and JSPS Grant,-1,Only personal website was provided with supplementary website data,,,,-1.0,
16,Verifying List Swarm Attestation Protocols,"Jay Le-Papin, Brijesh Dongol, Helen Treharne, Stephan Wesemeyer",https://dl.acm.org/doi/pdf/10.1145/3558482.3581778,https://figshare.com/articles/software/Tamarin_Models_for_Verifying_List_Swarm_Attestation_Protocols_/21931191,WiSec,2023.0,0.0,-1.0,1,2 (figshare),2023-02-09 00:00:00,"spthy, python",,2,-1,,1,-,-1,No information provided to run and verify the scripts,,,,2.0,
17,Compositional Information Flow Monitoring for Reactive Programs,"McKenna McCall, Abhishek Bichhawat, Limin Jia",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9797384,https://github.com/CompIFC/comp-model/releases/tag/eurosp22,EuroS&P,2022.0,0.0,0.0,1,2,2022-03-08 00:00:00,Ocaml,,0,-1,,1,"NSF, CyLab Presidential Fellowship, DST-INSPIRE Faculty grant",-1,"Instractions given only to complie environment, not to run them",,,,0.0,
18,xTag: Mitigating Use-After-Free Vulnerabilities via Software-Based Pointer Tagging on Intel x86-64,"Lukas Bernhard, Michael Rodler, Thorsten Holz, Lucas Davi",https://www.computer.org/csdl/pds/api/csdl/proceedings/download-article/1ErpGx9JPtC/pdf,https://github.com/rub-syssec/xTag,EuroS&P,2022.0,1.0,2.0,1,2,2022-03-08 00:00:00,"c, cpp",Large Compute Instances,5,-1,Large Compute Instances,1,"Deutsche Forschungsgemeinschaft (DFG, German Research Foundation) ",-1,,,,,0.0,
19,HARM: Hardware-Assisted Continuous Re-randomization for Microcontrollers,"Jiameng Shi, Le Guan, Wenqiang Li, Dayou Zhang, Ping Chen, Ning Zhang",https://www.computer.org/csdl/pds/api/csdl/proceedings/download-article/1ErpGQnV5MA/pdf,https://github.com/MCUSec/HARM,EuroS&P,2022.0,0.0,2.0,1,2,2022-07-11 00:00:00,Python,ARMv8-M architecture Microcontroller,5,-1,ARMv8-M architecture Microcontroller,1,University of Georgia Research Foundation,-1,Code made to test microcontrollers. No binaries provided for static testing,,,,0.0,
